"","seqnames","start","end","width","strand","Conc","Conc_F","Conc_M","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","Symbol.ENTREZID","Symbol.SYMBOL"
"37186","chr18", 69590027, 69590427,401,"*", 4.665592, 5.244892, 3.682445, 1.0036823,2.888887e-05,0.020852680,"Intron (ENSMUST00000203002.4/21413, intron 3 of 6)",18, 69548968, 69816510,267543,1,"21413","ENSMUST00000202458.4",  41059,21413,Tcf4
"24762","chr14",103583943,103584343,401,"*", 5.219170, 5.750644, 4.368677, 0.9858336,2.895763e-05,0.020852680,"Promoter (<=1kb)",14,103584323,103597922, 13600,1,"102638120","ENSMUST00000240785.1",      0,102638120,Gm34758
"37849","chr19",  5333204,  5333604,401,"*", 4.102606, 4.775592, 2.800845, 1.0350273,2.950491e-05,0.021053629,"Promoter (<=1kb)",19,  5323960,  5334436, 10477,2,"319322","ENSMUST00000237781.2",    832,319322,Sf3b2
"15057","chr11",116112803,116113203,401,"*", 5.230703, 5.766028, 4.370123, 1.0170391,3.042349e-05,0.021196106,"Exon (ENSMUST00000037007.4/14027, exon 22 of 22)",11,116107366,116111113,  3748,1,"69681","ENSMUST00000173567.2",   5437,69681,Cdk3
"6545","chr10", 62437539, 62437939,401,"*", 5.613764, 6.085769, 4.907640, 0.9298451,3.063414e-05,0.021196106,"Promoter (<=1kb)",10, 62416030, 62438060, 22031,2,"56200","ENSMUST00000045866.9",    121,56200,Ddx21
"51706","chr4",102350401,102350801,401,"*", 5.082330, 5.629649, 4.189705, 0.9657348,3.075871e-05,0.021196106,"Intron (ENSMUST00000106911.8/18578, intron 4 of 16)", 4,102327594,102345243, 17650,1,"18578","ENSMUST00000133632.2",  22807,18578,Pde4b
"684","chr1", 51789834, 51790234,401,"*", 4.600574, 5.206340, 3.536298, 1.0196236,3.078474e-05,0.021196106,"3' UTR", 1, 51799512, 51803629,  4118,2,"17912","ENSMUST00000145367.2",  13395,17912,Myo1b
"67209","chr7",110000601,110001001,401,"*", 4.092353, 4.756442, 2.825040, 1.0272537,3.138579e-05,0.021422027,"Intron (ENSMUST00000164759.8/319934, intron 16 of 39)", 7,109940534,109963793, 23260,2,"319934","ENSMUST00000164525.2", -36808,319934,Sbf2
"23968","chr14", 66074718, 66075118,401,"*", 5.475931, 5.971091, 4.715999, 0.9337335,3.241743e-05,0.021435645,"Promoter (<=1kb)",14, 66074751, 66104056, 29306,1,"67179","ENSMUST00000022614.7",      0,67179,Ccdc25
"17669","chr12", 80690593, 80690993,401,"*", 6.021739, 6.476182, 5.354582, 0.9039657,3.255773e-05,0.021435645,"Promoter (<=1kb)",12, 80681131, 80690606,  9476,2,"13877","ENSMUST00000166931.2",      0,13877,Erh
"51418","chr4", 94491117, 94491517,401,"*", 6.207568, 6.690693, 5.475959, 0.9135803,3.260325e-05,0.021435645,"Promoter (<=1kb)", 4, 94457404, 94491481, 34078,2,"18786","ENSMUST00000107107.9",      0,18786,Plaa
"56149","chr5", 64662754, 64663154,401,"*", 5.666175, 6.134990, 4.967243, 0.8964303,3.269665e-05,0.021435645,"Exon (ENSMUST00000245593.1/ENSMUST00000245593.1, exon 1 of 1)", 5, 64634378, 64639808,  5431,1,"77382","ENSMUST00000196829.2",  28376,77382,C030018K13Rik
"66904","chr7",101013197,101013597,401,"*", 4.441545, 5.072875, 3.292768, 1.0300180,3.277121e-05,0.021435645,"Promoter (1-2kb)", 7,101011210,101022371, 11162,1,"69710","ENSMUST00000133423.2",   1987,69710,Arap1
"2192","chr1", 95689826, 95690226,401,"*", 4.639561, 5.250816, 3.557678, 1.0105646,3.363473e-05,0.021803959,"Distal Intergenic", 1, 95628909, 95644243, 15335,2,"75381","ENSMUST00000187352.2", -45583,75381,4930598F16Rik
"8808","chr10",127000905,127001305,401,"*", 5.128677, 5.656825, 4.286816, 0.9770789,3.409684e-05,0.021803959,"Promoter (<=1kb)",10,127001094,127008199,  7106,1,"14421","ENSMUST00000006914.11",      0,14421,B4galnt1
"75843","chr9", 77662458, 77662858,401,"*", 5.272999, 5.772168, 4.503449, 0.9835158,3.416765e-05,0.021803959,"Promoter (<=1kb)", 9, 77661817, 77701767, 39951,1,"14629","ENSMUST00000034905.9",    641,14629,Gclc
"9303","chr11",  6338998,  6339398,401,"*", 5.979131, 6.437907, 5.302500, 0.9334933,3.508814e-05,0.021832415,"Promoter (<=1kb)",11,  6339074,  6356158, 17085,1,"52915","ENSMUST00000109787.8",      0,52915,Zmiz2
"21611","chr13",107157980,107158380,401,"*", 5.777489, 6.257153, 5.053880, 0.9035076,3.514893e-05,0.021832415,"Promoter (<=1kb)",13,107100265,107158535, 58271,2,"16563","ENSMUST00000117539.8",    155,16563,Kif2a
"48762","chr3",105688776,105689176,401,"*", 5.206534, 5.780383, 4.239371, 0.9973967,3.528930e-05,0.021832415,"Intron (ENSMUST00000090678.11/109905, intron 1 of 7)", 3,105635959,105708601, 72643,2,"109905","ENSMUST00000197094.5",  19425,109905,Rap1a
"54609","chr4",152381591,152381991,401,"*", 6.020126, 6.505106, 5.284202, 0.9327267,3.532483e-05,0.021832415,"Promoter (<=1kb)", 4,152381684,152391578,  9895,1,"57295","ENSMUST00000048892.14",      0,57295,Icmt
"43069","chr2", 90788363, 90788763,401,"*", 4.678891, 5.244361, 3.735835, 1.0091828,3.593770e-05,0.021909512,"Intron (ENSMUST00000150546.2/13046, intron 1 of 1)", 2, 90795437, 90818161, 22725,1,"13046","ENSMUST00000133657.2",  -6674,13046,Celf1
"40668","chr2", 20564672, 20565072,401,"*", 4.353346, 4.997815, 3.158508, 1.0239815,3.600784e-05,0.021909512,"Promoter (<=1kb)", 2, 20564746, 20714446,149701,1,"208618","ENSMUST00000136870.2",      0,208618,Etl4
"11515","chr11", 69437376, 69437776,401,"*", 5.045548, 5.624822, 4.062482, 1.0044367,3.638141e-05,0.021966536,"Promoter (1-2kb)",11, 69311635, 69435382,123748,2,"327954","ENSMUST00000035539.12",  -1994,327954,Dnah2
"9533","chr11", 20543518, 20543918,401,"*", 4.221033, 4.869204, 3.012874, 1.0204754,3.729538e-05,0.022116551,"Intron (ENSMUST00000145328.2/58172, intron 1 of 2)",11, 20581979, 20603021, 21043,1,"58172","ENSMUST00000109586.3", -38061,58172,Sertad2
"40817","chr2", 25390797, 25391197,401,"*", 5.647987, 6.160550, 4.845645, 0.9732775,3.737088e-05,0.022116551,"Promoter (<=1kb)", 2, 25390828, 25393562,  2735,1,"30839","ENSMUST00000124258.8",      0,30839,Fbxw5
"28595","chr16", 10131352, 10131752,401,"*", 5.587028, 6.071428, 4.852456, 0.9632893,3.756697e-05,0.022116551,"Promoter (<=1kb)",16, 10099613, 10131832, 32220,2,"13731","ENSMUST00000078357.5",     80,13731,Emp2
"68854","chr8",  3293957,  3294357,401,"*", 4.607118, 5.231477, 3.482030, 1.0035571,3.775694e-05,0.022116551,"Intron (ENSMUST00000091291.5/16337, intron 2 of 20)", 8,  3261101,  3329551, 68451,2,"16337","ENSMUST00000139504.2",  35194,16337,Insr
"1167","chr1", 60785790, 60786190,401,"*", 4.725005, 5.298460, 3.758985, 0.9921728,3.855413e-05,0.022408957,"Promoter (<=1kb)", 1, 60785561, 60803785, 18225,1,"12487","ENSMUST00000153207.2",    229,12487,Cd28
"11050","chr11", 60236056, 60236456,401,"*", 4.921831, 5.453871, 4.069862, 0.9799027,3.882712e-05,0.022408957,"Intron (ENSMUST00000095254.12/216810, intron 1 of 13)",11, 60117540, 60243731,126192,2,"216810","ENSMUST00000095254.12",   7275,216810,Tom1l2
"6560","chr10", 62756237, 62756637,401,"*", 5.980828, 6.427104, 5.331282, 0.8874337,3.968683e-05,0.022490737,"Promoter (<=1kb)",10, 62756412, 62782277, 25866,1,"73132","ENSMUST00000044977.10",      0,73132,Slc25a16
"77986","chrX", 93278025, 93278425,401,"*", 5.375846, 5.856114, 4.650848, 0.9299054,3.971773e-05,0.022490737,"Promoter (<=1kb)",20, 93278205, 93281763,  3559,1,"236904","ENSMUST00000150999.8",      0,236904,Klhl15
"49633","chr3",138195109,138195509,401,"*", 5.292962, 5.804979, 4.491978, 0.9261966,3.982842e-05,0.022490737,"Promoter (<=1kb)", 3,138164717,138195276, 30560,2,"75624","ENSMUST00000029804.13",      0,75624,Metap1
"41058","chr2", 28942780, 28943180,401,"*", 4.587612, 5.163108, 3.615644, 0.9931182,4.119258e-05,0.022592894,"Promoter (1-2kb)", 2, 28816961, 28945036,128076,2,"329375","ENSMUST00000189027.7",   1856,329375,Cfap77
"36506","chr18", 54084160, 54084560,401,"*", 4.908695, 5.437737, 4.064520, 0.9613065,4.134489e-05,0.022592894,"Intron (ENSMUST00000069597.8/70425, intron 12 of 12)",18, 54065316, 54081743, 16428,1,"70425","ENSMUST00000236399.2",  18844,70425,Csnk1g3
"35431","chr18", 24354620, 24355020,401,"*", 4.701462, 5.265778, 3.761685, 0.9792314,4.151287e-05,0.022592894,"Intron (ENSMUST00000000430.14/14423, intron 1 of 12)",18, 24365654, 24419867, 54214,1,"14423","ENSMUST00000178605.2", -10634,14423,Galnt1
"60404","chr6", 34608053, 34608453,401,"*", 4.429943, 5.053514, 3.307498, 1.0171341,4.159953e-05,0.022592894,"Intron (ENSMUST00000079391.10/109624, intron 1 of 13)", 6, 34628289, 34630829,  2541,2,"100039184","ENSMUST00000137136.2",  22376,100039184,Gm13861
"69968","chr8", 47281744, 47282144,401,"*", 4.906107, 5.488177, 3.914752, 1.0074713,4.180438e-05,0.022592894,"Intron (ENSMUST00000034041.9/16363, intron 6 of 8)", 8, 47260265, 47272006, 11742,1,"16363","ENSMUST00000210334.2",  21479,16363,Irf2
"48383","chr3", 96671727, 96672127,401,"*", 4.955937, 5.540800, 3.956237, 0.9961850,4.182095e-05,0.022592894,"Intron (ENSMUST00000029740.14/67845, intron 3 of 8)", 3, 96635155, 96691036, 55882,1,"67845","ENSMUST00000199974.2",  36572,67845,Rnf115
"4531","chr1",186953453,186953853,401,"*", 4.378976, 5.010672, 3.228941, 1.0077622,4.228617e-05,0.022592894,"Intron (ENSMUST00000097443.10/67769, intron 1 of 5)", 1,186958377,187083624,125248,1,"67769","ENSMUST00000160570.2",  -4524,67769,Gpatch2
"21620","chr13",107967335,107967735,401,"*", 5.091764, 5.625380, 4.235673, 0.9614564,4.231203e-05,0.022592894,"Intron (ENSMUST00000225822.4/67263, intron 1 of 12)",13,107861152,108026598,165447,2,"67263","ENSMUST00000225822.4",  58863,67263,Zswim6
"58374","chr5",124085449,124085849,401,"*", 5.115857, 5.696665, 4.128249, 0.9996413,4.262439e-05,0.022605903,"Promoter (<=1kb)", 5,124084449,124092587,  8139,1,"208908","ENSMUST00000169898.3",   1000,208908,Ccdc62
"11405","chr11", 68437713, 68438113,401,"*", 4.884892, 5.450481, 3.941500, 0.9704501,4.334424e-05,0.022633504,"Intron (ENSMUST00000060441.7/104709, intron 18 of 19)",11, 68447012, 68449071,  2060,1,"215723","ENSMUST00000053211.8",  -8899,215723,Mfsd6l
"39445","chr19", 41884289, 41884689,401,"*", 5.039127, 5.620910, 4.048624, 0.9890340,4.350105e-05,0.022633504,"Promoter (<=1kb)",19, 41851290, 41884612, 33323,2,"107094","ENSMUST00000038677.5",      0,107094,Rrp12
"61562","chr6", 84565710, 84566110,401,"*", 3.863404, 4.639042, 2.067813, 0.9936143,4.365958e-05,0.022633504,"Promoter (<=1kb)", 6, 84548926, 84565620, 16695,2,"232174","ENSMUST00000204146.3",    -90,232174,Cyp26b1
"16776","chr12", 55483791, 55484191,401,"*", 4.879933, 5.447329, 3.931382, 0.9837292,4.412333e-05,0.022633504,"Distal Intergenic",12, 55454168, 55459072,  4905,1,"26443","ENSMUST00000162972.2",  29623,26443,Psma6
"64482","chr7", 19610194, 19610594,401,"*", 4.862907, 5.423910, 3.932487, 0.9731051,4.450535e-05,0.022633504,"3' UTR", 7, 19609667, 19621890, 12224,2,"319930","ENSMUST00000052605.8",  11296,319930,Ceacam19
"50182","chr4", 11485846, 11486246,401,"*", 6.089371, 6.561519, 5.382922, 0.8645864,4.463643e-05,0.022633504,"Promoter (<=1kb)", 4, 11485958, 11527621, 41664,1,"66185","ENSMUST00000055372.14",      0,66185,Virma
"57779","chr5",115178171,115178571,401,"*", 5.618437, 6.098532, 4.893836, 0.9254843,4.469491e-05,0.022633504,"Exon (ENSMUST00000201944.2/ENSMUST00000201944.2, exon 1 of 1)", 5,115149556,115222944, 73389,1,"74585","ENSMUST00000128590.3",  28615,74585,Sppl3
"6291","chr10", 57405522, 57405922,401,"*", 4.340375, 4.960099, 3.230765, 1.0112057,4.541767e-05,0.022721262,"Promoter (2-3kb)",10, 57401327, 57408505,  7179,2,"56442","ENSMUST00000164400.2",   2583,56442,Serinc1
"25974","chr15", 53175439, 53175839,401,"*", 4.902625, 5.452434, 4.003221, 1.0120038,4.544716e-05,0.022721262,"Intron (ENSMUST00000077273.9/14042, intron 1 of 10)",15, 52932060, 53209055,276996,2,"14042","ENSMUST00000133362.8",  33216,14042,Ext1
"39174","chr19", 37043203, 37043603,401,"*", 4.510397, 5.138082, 3.374070, 1.0104474,4.584416e-05,0.022774680,"Intron (ENSMUST00000079754.11/208922, intron 8 of 10)",19, 36938715, 36943232,  4518,1,"107182","ENSMUST00000236343.2", 104488,107182,Btaf1
"67549","chr7",113700216,113700616,401,"*", 4.325631, 4.961193, 3.162226, 1.0057053,4.665234e-05,0.023018351,"Intron (ENSMUST00000069449.7/66922, intron 1 of 5)", 7,113646020,113716999, 70980,2,"66922","ENSMUST00000210075.2",  16383,66922,Rras2
"58639","chr5",129937282,129937682,401,"*", 5.392194, 5.876274, 4.658368, 0.9043067,4.773214e-05,0.023018351,"Promoter (<=1kb)", 5,129937381,129940122,  2742,1,"69034","ENSMUST00000195766.6",      0,69034,Nupr2
"6213","chr10", 53377184, 53377584,401,"*", 4.824923, 5.419661, 3.795193, 1.0024054,4.787782e-05,0.023018351,"Exon (ENSMUST00000218774.2/100502868, exon 4 of 4)",10, 53386644, 53390643,  4000,1,"105245158","ENSMUST00000218707.2",  -9060,105245158,Gm40650
"38951","chr19", 32263300, 32263700,401,"*", 5.015920, 5.554078, 4.147858, 0.9538304,4.791625e-05,0.023018351,"Intron (ENSMUST00000099514.10/208449, intron 3 of 9)",19, 32197987, 32266979, 68993,2,"208449","ENSMUST00000124483.2",   3279,208449,Sgms1
"51015","chr4", 58085885, 58086285,401,"*", 5.338280, 5.844215, 4.552298, 0.9108571,4.858031e-05,0.023018351,"Intron (ENSMUST00000042850.9/64817, intron 32 of 47)", 4, 57984029, 58009124, 25096,2,"67402","ENSMUST00000239406.2", -76761,67402,Txndc8
"38421","chr19", 15962071, 15962471,401,"*", 4.833240, 5.371842, 3.964002, 0.9791069,4.908301e-05,0.023018351,"Promoter (<=1kb)",19, 15962442, 15988060, 25619,1,"100502653","ENSMUST00000181731.3",      0,100502653,C130060C02Rik
"54856","chr5",  3467826,  3468226,401,"*", 5.274239, 5.780211, 4.488165, 0.9304386,4.914233e-05,0.023018351,"Intron (ENSMUST00000165117.8/12571, intron 3 of 7)", 5,  3394312,  3572225,177914,1,"12571","ENSMUST00000042410.5",  73514,12571,Cdk6
"64368","chr7", 19034631, 19035031,401,"*", 6.230377, 6.674632, 5.585140, 0.8849705,4.932593e-05,0.023018351,"Exon (ENSMUST00000181066.2/ENSMUST00000181066.2, exon 1 of 2)", 7, 19038722, 19043525,  4804,2,"14282","ENSMUST00000208446.2",   8494,14282,Fosb
"70317","chr8", 69475534, 69475934,401,"*", 5.618827, 6.109643, 4.869209, 0.9353767,5.002484e-05,0.023018351,"Distal Intergenic", 8, 69423797, 69454335, 30539,2,"102635877","ENSMUST00000212717.2", -21199,102635877,Gm33103
"70847","chr8", 81510023, 81510423,401,"*", 4.699079, 5.260184, 3.768370, 0.9841967,5.024632e-05,0.023018351,"Intron (ENSMUST00000210676.2/14388, intron 6 of 10)", 8, 81425136, 81466126, 40991,2,"93762","ENSMUST00000043359.9", -43897,93762,Smarca5
"48848","chr3",107697612,107698012,401,"*", 4.111133, 4.765617, 2.879881, 1.0026317,5.036183e-05,0.023018351,"Distal Intergenic", 3,107648364,107667785, 19422,2,"12977","ENSMUST00000014743.10", -29827,12977,Csf1
"12864","chr11", 86571383, 86571783,401,"*", 4.835447, 5.387801, 3.929070, 1.0030851,5.083799e-05,0.023018351,"Promoter (2-3kb)",11, 86555380, 86574647, 19268,2,"75909","ENSMUST00000139040.2",   2864,75909,Vmp1
"29685","chr16", 34394215, 34394615,401,"*", 4.859758, 5.397518, 3.992752, 0.9687732,5.144702e-05,0.023018351,"Promoter (<=1kb)",16, 33870059, 34393902,523844,2,"545156","ENSMUST00000114961.8",   -313,545156,Kalrn
"71809","chr8",108029235,108029635,401,"*", 4.962954, 5.493981, 4.113625, 0.9609768,5.166428e-05,0.023018351,"Intron (ENSMUST00000151582.2/54446, intron 2 of 2)", 8,108020191,108106140, 85950,1,"54446","ENSMUST00000075922.11",   9044,54446,Nfat5
"47447","chr3", 67357978, 67358378,401,"*", 5.043951, 5.558108, 4.237637, 0.9536093,5.177935e-05,0.023018351,"Intron (ENSMUST00000077271.9/28030, intron 9 of 17)", 3, 67363812, 67382137, 18326,1,"28030","ENSMUST00000160529.2",  -5434,28030,Gfm1
"68199","chr7",131828551,131828951,401,"*", 5.001270, 5.558852, 4.080427, 0.9866034,5.198848e-05,0.023018351,"Intron (ENSMUST00000124096.8/14183, intron 2 of 6)", 7,131872548,131880354,  7807,2,"77590","ENSMUST00000132508.2",  51403,77590,Chst15
"63518","chr6",135346483,135346883,401,"*", 5.743514, 6.188337, 5.097070, 0.8854042,5.211741e-05,0.023018351,"Promoter (1-2kb)", 6,135344491,135360171, 15681,1,"13730","ENSMUST00000111907.2",   1992,13730,Emp1
"34630","chr17", 88330459, 88330859,401,"*", 4.063117, 4.751230, 2.700309, 1.0037595,5.228504e-05,0.023018351,"Intron (ENSMUST00000130379.9/225055, intron 1 of 22)",17, 88298846, 88316124, 17279,2,"225055","ENSMUST00000135639.8", -14335,225055,Fbxo11
"42240","chr2", 60039237, 60039637,401,"*", 5.005032, 5.541757, 4.140762, 0.9451083,5.297466e-05,0.023018351,"Promoter (<=1kb)", 2, 60036938, 60040092,  3155,2,"407823","ENSMUST00000134908.2",    455,407823,Baz2b
"63471","chr6",134636233,134636633,401,"*", 4.881959, 5.405985, 4.050697, 0.9809892,5.305849e-05,0.023018351,"Intron (ENSMUST00000166591.8/67774, intron 2 of 3)", 6,134618218,134663264, 45047,1,"67774","ENSMUST00000203234.2",  18015,67774,Borcs5
"40767","chr2", 24994079, 24994479,401,"*", 4.636823, 5.246790, 3.559097, 0.9987929,5.307797e-05,0.023018351,"Distal Intergenic", 2, 24975679, 24985161,  9483,2,"241275","ENSMUST00000044018.8",  -8918,241275,Noxa1
"3327","chr1",152642326,152642726,401,"*", 6.644302, 7.065273, 6.047400, 0.8557162,5.331168e-05,0.023018351,"Promoter (<=1kb)", 1,152642293,152651348,  9056,1,"67771","ENSMUST00000097536.6",     33,67771,Arpc5
"40301","chr2",  3475894,  3476294,401,"*", 5.312700, 5.808113, 4.552162, 0.9016348,5.336474e-05,0.023018351,"Promoter (<=1kb)", 2,  3456852,  3476068, 19217,2,"64707","ENSMUST00000027956.9",      0,64707,Suv39h2
"63886","chr6",146818785,146819185,401,"*", 5.110386, 5.634051, 4.280049, 0.9334551,5.344904e-05,0.023018351,"Intron (ENSMUST00000016631.14/67533, intron 1 of 26)", 6,146790087,146933523,143437,1,"67533","ENSMUST00000111623.9",  28698,67533,Ppfibp1
"33930","chr17", 74327593, 74327993,401,"*", 5.208286, 5.722818, 4.401033, 0.9344796,5.387002e-05,0.023018351,"Intron (ENSMUST00000043458.9/94224, intron 4 of 4)",17, 74307855, 74307997,   143,1,"115488842","ENSMUST00000157435.3",  19738,115488842,Gm24475
"69690","chr8", 37147559, 37147959,401,"*", 5.494221, 5.969127, 4.781511, 0.9725310,5.460602e-05,0.023018351,"Intron (ENSMUST00000098826.10/50768, intron 1 of 13)", 8, 37034905, 37200208,165304,2,"50768","ENSMUST00000098826.10",  52249,50768,Dlc1
"62358","chr6",108259271,108259671,401,"*", 4.680068, 5.252571, 3.716813, 0.9901244,5.489400e-05,0.023018351,"Intron (ENSMUST00000032192.9/16438, intron 4 of 61)", 6,108229919,108369961,140043,1,"16438","ENSMUST00000203995.2",  29352,16438,Itpr1
"70459","chr8", 71086672, 71087072,401,"*", 5.803517, 6.249422, 5.154765, 0.8777557,5.503477e-05,0.023018351,"Promoter (1-2kb)", 8, 71082044, 71085106,  3063,2,"23886","ENSMUST00000110103.2",  -1566,23886,Gdf15
"76686","chr9",108569590,108569990,401,"*", 5.243636, 5.805874, 4.309737, 0.9575154,5.521782e-05,0.023018351,"Promoter (<=1kb)", 9,108569656,108624193, 54538,1,"19087","ENSMUST00000195405.6",      0,19087,Prkar2a
"46756","chr3", 31049650, 31050050,401,"*", 6.005535, 6.452331, 5.354877, 0.8534827,5.541408e-05,0.023018351,"Promoter (<=1kb)", 3, 31049896, 31107108, 57213,1,"18759","ENSMUST00000108249.9",      0,18759,Prkci
"25860","chr15", 41614972, 41615372,401,"*", 4.746057, 5.343794, 3.707040, 0.9804719,5.571162e-05,0.023018351,"Promoter (<=1kb)",15, 41615094, 41683629, 68536,1,"170719","ENSMUST00000229511.2",      0,170719,Oxr1
"12892","chr11", 86708005, 86708405,401,"*", 5.265121, 5.761691, 4.501813, 0.9564043,5.593646e-05,0.023018351,"Distal Intergenic",11, 86659672, 86698572, 38901,2,"67487","ENSMUST00000018569.14",  -9433,67487,Dhx40
"828","chr1", 54054603, 54055003,401,"*", 5.301683, 5.785423, 4.568648, 0.9123342,5.601214e-05,0.023018351,"Intron (ENSMUST00000120904.8/329152, intron 2 of 28)", 1, 53878176, 53905671, 27496,2,"329152","ENSMUST00000152870.2",-148932,329152,Hecw2
"57529","chr5",111678649,111679049,401,"*", 4.964408, 5.485294, 4.141148, 0.9604432,5.732694e-05,0.023435970,"Distal Intergenic", 5,111638797,111640250,  1454,1,"102639960","ENSMUST00000241123.1",  39852,102639960,Cirpil
"15699","chr12",  3911971,  3912371,401,"*", 4.745193, 5.298718, 3.835593, 0.9527660,5.824137e-05,0.023593949,"Promoter (<=1kb)",12,  3909293,  3912244,  2952,2,"100038522","ENSMUST00000144896.2",      0,100038522,Dnmt3aos
"47185","chr3", 52210676, 52211076,401,"*", 4.690317, 5.225317, 3.830595, 0.9774515,5.925060e-05,0.023593949,"Intron (ENSMUST00000053764.7/56458, intron 1 of 2)", 3, 52175757, 52260642, 84886,1,"56458","ENSMUST00000053764.7",  34919,56458,Foxo1
"77167","chr9",119393999,119394399,401,"*", 4.722797, 5.299358, 3.747714, 0.9639477,5.932373e-05,0.023593949,"Promoter (1-2kb)", 9,119391603,119392569,   967,2,"20271","ENSMUST00000138934.2",  -1430,20271,Scn5a
"9743","chr11", 29123957, 29124357,401,"*", 5.004664, 5.535550, 4.155700, 0.9515059,6.037577e-05,0.023593949,"Promoter (<=1kb)",11, 29123747, 29138350, 14604,1,"104570","ENSMUST00000156280.2",    210,104570,Ppp4r3b
"3958","chr1",170471861,170472261,401,"*", 5.369980, 5.907404, 4.503864, 0.9586283,6.055856e-05,0.023593949,"Promoter (<=1kb)", 1,170472101,170510358, 38258,1,"320078","ENSMUST00000046792.9",      0,320078,Olfml2b
